Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 37997, permit
match rule 8, reject
match rule 81053, reject
match rule 30946, reject
match rule 74919, permit
match rule 25413, reject
match rule 13583, reject
match rule 45564, permit
match rule 50132, reject
match rule 36406, permit
match rule 48959, reject
match rule 55228, permit
match rule 42993, reject
match rule 24663, permit
match rule 19188, reject
match rule 3930, reject
match rule 63812, permit
match rule 82663, permit
match rule 9290, permit
match rule 172, permit
match rule 67887, reject
match rule 89088, permit
match rule 73657, reject
match rule 54935, reject
match rule 2076, permit
match rule 55832, permit
match rule 56586, reject
match rule 225, permit
match rule 9380, permit
match rule 39704, permit
match rule 3209, reject
match rule 24134, reject
match rule 9539, permit
match rule 29123, reject
match rule 29369, permit
match rule 6502, reject
match rule 73480, reject
match rule 12720, reject
match rule 15163, permit
match rule 55509, permit
match rule 82565, reject
match rule 82005, permit
match rule 19507, reject
match rule 61365, reject
match rule 54025, permit
match rule 83635, reject
match rule 55271, reject
match rule 45851, permit
match rule 24664, permit
match rule 50600, reject
match rule 24207, permit
match rule 5663, reject
match rule 47551, permit
match rule 11759, permit
match rule 34830, reject
match rule 4549, reject
match rule 40884, reject
match rule 40642, reject
match rule 33683, reject
match rule 58522, permit
match rule 23994, reject
match rule 82565, reject
match rule 1860, reject
match rule 65882, permit
match rule 56250, reject
match rule 51485, reject
match rule 23255, permit
match rule 47065, permit
match rule 83144, reject
match rule 55410, permit
match rule 2172, reject
match rule 75411, reject
match rule 24303, reject
match rule 76863, permit
match rule 27621, permit
match rule 11135, reject
match rule 56448, reject
match rule 4500, reject
match rule 40351, reject
match rule 39929, permit
match rule 45793, permit
match rule 31921, permit
match rule 13615, reject
match rule 70729, permit
match rule 25486, permit
match rule 4028, permit
match rule 76988, permit
match rule 10357, reject
match rule 75783, permit
match rule 46270, permit
match rule 7486, reject
match rule 45368, reject
match rule 40320, permit
match rule 75042, reject
match rule 28908, reject
match rule 2412, reject
match rule 2759, permit
match rule 27399, permit
match rule 64101, reject
match rule 29964, reject
match rule 22422, permit
match rule 46052, reject
match rule 4408, reject
match rule 46311, permit
match rule 52131, reject
match rule 55307, permit
match rule 49225, reject
match rule 27997, permit
match rule 45950, reject
match rule 10785, permit
match rule 78743, permit
match rule 56705, permit
match rule 81549, reject
match rule 13598, permit
match rule 4289, permit
match rule 15307, permit
match rule 91584, reject
match rule 25880, permit
match rule 512, permit
match rule 52681, permit
match rule 49926, permit
match rule 79070, permit
match rule 53048, permit
match rule 5498, permit
match rule 9539, permit
match rule 21638, permit
match rule 14953, permit
match rule 25370, reject
match rule 78595, reject
match rule 42319, reject
match rule 59252, permit
match rule 50396, reject
match rule 19055, reject
match rule 39943, reject
match rule 66332, reject
match rule 17670, permit
match rule 77214, permit
match rule 8386, reject
match rule 83596, permit
match rule 24852, reject
match rule 37131, permit
match rule 29518, permit
match rule 52099, reject
match rule 44684, permit
match rule 2586, reject
match rule 72915, reject
match rule 54079, reject
match rule 9501, permit
match rule 39045, permit
match rule 31365, permit
match rule 68199, permit
match rule 48975, reject
match rule 9734, permit
match rule 5442, reject
match rule 2445, permit
match rule 31055, reject
match rule 73657, reject
match rule 58316, permit
match rule 7303, permit
match rule 16225, reject
match rule 64894, reject
match rule 52698, reject
match rule 13507, permit
match rule 49360, reject
match rule 19593, permit
match rule 29518, permit
match rule 59160, permit
match rule 70255, permit
match rule 3142, reject
match rule 45194, permit
match rule 50107, permit
match rule 68452, permit
match rule 63336, permit
match rule 59556, reject
match rule 79434, reject
match rule 14248, reject
match rule 75031, permit
match rule 44386, reject
match rule 33266, permit
match rule 9411, reject
match rule 12589, permit
match rule 21890, permit
match rule 66374, reject
match rule 16247, permit
match rule 44386, reject
match rule 14539, reject
match rule 71897, permit
match rule 28652, reject
match rule 39793, permit
match rule 8300, reject
match rule 31051, permit
match rule 58424, reject
match rule 48111, permit
match rule 9184, reject
match rule 22312, reject
match rule 34284, reject
match rule 39752, reject
match rule 42076, reject
match rule 13138, permit
match rule 80833, reject
match rule 10410, permit
match rule 31914, reject
match rule 29557, permit
match rule 66965, reject
match rule 83154, permit
match rule 34161, reject
match rule 35097, permit
match rule 66468, reject
match rule 3819, reject
match rule 14612, reject
match rule 37727, reject
match rule 43049, reject
match rule 73215, permit
match rule 17882, reject
match rule 53028, permit
match rule 77193, reject
match rule 35079, reject
match rule 34438, permit
match rule 6995, permit
match rule 5663, reject
match rule 81689, permit
match rule 61833, reject
match rule 35097, permit
match rule 33579, reject
match rule 25613, reject
match rule 67068, permit
match rule 62264, permit
match rule 7506, reject
match rule 14036, reject
match rule 56008, permit
match rule 68045, permit
match rule 87358, reject
match rule 67325, permit
match rule 59762, permit
match rule 42180, reject
match rule 22429, reject
match rule 12856, reject
match rule 2710, reject
match rule 12971, reject
match rule 25297, reject
match rule 33535, permit
match rule 14223, reject
match rule 27742, reject
match rule 34161, reject
match rule 32998, reject
match rule 48201, reject
match rule 75618, permit
match rule 35044, permit
match rule 74621, permit
match rule 10372, permit
match rule 18377, permit
match rule 58398, permit
match rule 23825, reject
match rule 86084, permit
match rule 15536, reject
match rule 4664, reject
match rule 32326, reject
match rule 19235, permit
match rule 18324, reject
match rule 49353, permit
match rule 59556, reject
match rule 48200, reject
match rule 38350, permit
match rule 34979, reject
match rule 62981, reject
match rule 10230, permit
match rule 1563, permit
match rule 57560, reject
match rule 1937, reject
match rule 9290, permit
match rule 75401, permit
match rule 56586, reject
match rule 50352, reject
match rule 26165, permit
match rule 54444, permit
match rule 34186, reject
match rule 4098, permit
match rule 17833, permit
match rule 23671, reject
match rule 31309, reject
match rule 23067, reject
match rule 5664, reject
match rule 67581, reject
match rule 61455, reject
match rule 52754, permit
match rule 51046, reject
match rule 22223, reject
match rule 14901, reject
match rule 24751, reject
match rule 41779, permit
match rule 268, reject
match rule 66802, permit
match rule 75401, permit
match rule 55422, reject
match rule 50151, permit
match rule 7213, permit
match rule 52739, reject
match rule 72068, reject
match rule 16324, permit
match rule 32625, reject
match rule 62038, reject
match rule 43040, reject
match rule 57570, permit
match rule 40879, permit
match rule 49009, reject
match rule 15714, reject
match rule 15883, reject
match rule 31437, permit
match rule 24544, reject
match rule 75181, reject
match rule 54677, permit
match rule 53411, reject
match rule 93375, permit
match rule 11965, reject
match rule 8210, permit
match rule 22909, permit
match rule 6995, permit
match rule 22750, permit
match rule 28528, permit
match rule 55331, permit
match rule 33633, permit
match rule 45291, reject
match rule 46591, permit
match rule 90776, permit
match rule 90944, permit
match rule 33557, permit
match rule 45757, reject
match rule 29792, permit
match rule 39341, reject
match rule 22077, reject
match rule 45261, permit
match rule 48064, reject
match rule 64405, permit
match rule 53620, reject
match rule 16351, reject
match rule 20175, reject
match rule 54152, reject
match rule 82815, reject
match rule 38010, reject
match rule 29320, permit
match rule 14241, reject
match rule 61937, permit
match rule 40948, permit
match rule 3304, permit
match rule 73054, reject
match rule 18541, permit
match rule 39534, permit
match rule 6700, permit
match rule 19357, permit
match rule 40593, permit
match rule 14812, reject
match rule 61695, reject
match rule 5771, reject
match rule 27543, permit
match rule 51024, permit
match rule 11410, reject
match rule 31988, reject
match rule 50459, reject
match rule 38727, permit
match rule 10312, reject
match rule 25296, permit
match rule 21754, permit
match rule 39766, reject
match rule 38379, reject
match rule 23530, permit
match rule 47337, permit
match rule 43871, reject
match rule 71130, reject
match rule 71342, permit
match rule 40490, permit
match rule 28054, reject
match rule 16069, reject
match rule 39206, permit
match rule 58978, permit
match rule 77312, permit
match rule 9777, reject
match rule 38770, permit
match rule 5498, permit
match rule 42462, reject
match rule 61076, permit
match rule 53062, reject
match rule 66459, reject
match rule 42031, permit
match rule 46515, permit
match rule 87689, permit
match rule 25620, permit
match rule 859, reject
match rule 8893, reject
match rule 13751, permit
match rule 37997, permit
match rule 21169, permit
match rule 9290, permit
match rule 56043, permit
match rule 22025, permit
match rule 47794, permit
match rule 75512, permit
match rule 75811, reject
match rule 22944, reject
match rule 43466, reject
match rule 19076, reject
match rule 50123, permit
match rule 1335, permit
match rule 1812, permit
match rule 16746, reject
match rule 57149, reject
match rule 66281, permit
match rule 8936, permit
match rule 74145, permit
match rule 3833, permit
match rule 55663, reject
match rule 58030, reject
match rule 71442, permit
match rule 8160, permit
match rule 19388, permit
